neuron_name,electrode_code,full_location,region_abbr
times_manual_GB2-LMH3_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH4_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH4_unit_2,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH5_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH6_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH7_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH8_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH8_unit_2,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH8_unit_3,LMH,Left-Hippocampus,HPC
times_manual_GB3-LOF7_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GB4-LOPR1_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR1_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR1_unit_3,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR2_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR2_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR3_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR3_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR3_unit_3,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR4_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR4_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR5_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR5_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR6_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR6_unit_2,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR7_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GB4-LOPR8_unit_1,LOPR,ctx-lh-insula,INS
times_manual_GC1-ROF4_unit_1,ROF,ctx-rh-medialorbitofrontal,FC
times_manual_GC1-ROF5_unit_1,ROF,ctx-rh-medialorbitofrontal,FC
times_manual_GC1-ROF7_unit_1,ROF,ctx-rh-medialorbitofrontal,FC
times_manual_GC2-ROPRAI1_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI1_unit_2,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI2_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI3_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI3_unit_2,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI4_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI4_unit_2,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI5_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI7_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI8_unit_1,ROPRAI,ctx-rh-insula,INS
times_manual_GC2-ROPRAI8_unit_2,ROPRAI,ctx-rh-insula,INS
