neuron_name,electrode_code,full_location,region_abbr
times_manual_GA4-RPv6_unit_5,RPV,Right-Thalamus,THL
times_manual_GA4-RPv6_unit_6,RPV,Right-Thalamus,THL
times_manual_GA4-RPv6_unit_7,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_1,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_2,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_3,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_4,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_5,RPV,Right-Thalamus,THL
times_manual_GA4-RPv7_unit_6,RPV,Right-Thalamus,THL
times_manual_GA4-RPv8_unit_1,RPV,Right-Thalamus,THL
times_manual_GA4-RPv8_unit_2,RPV,Right-Thalamus,THL
times_manual_GA4-RPv8_unit_3,RPV,Right-Thalamus,THL
times_manual_GA4-RPv8_unit_4,RPV,Right-Thalamus,THL
times_manual_GA4-RPv8_unit_5,RPV,Right-Thalamus,THL
times_manual_GB1-LA1_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA2_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA2_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA3_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA4_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA4_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA5_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA6_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA7_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA7_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA8_unit_1,LA,Left-Amygdala,AMY
times_manual_GB3-LFSG1_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG1_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG2_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG2_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG3_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG3_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG4_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG4_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG5_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG5_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG5_unit_3,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG6_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG6_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG6_unit_3,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG6_unit_4,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG7_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG7_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG8_unit_1,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB3-LFSG8_unit_2,LFSG,Left-Cerebral-White-Matter,WM
times_manual_GB4-LOa1_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa1_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa1_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa1_unit_4,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa2_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa2_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa2_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa3_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa3_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa3_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa4_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa4_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa5_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa5_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa5_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_4,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_5,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa6_unit_6,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa7_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa7_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa7_unit_3,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa8_unit_1,LOA,ctx-lh-cuneus,VIS
times_manual_GB4-LOa8_unit_2,LOA,ctx-lh-cuneus,VIS
times_manual_GC1-LOp1_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp1_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp1_unit_3,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp1_unit_4,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp2_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp2_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp2_unit_3,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp2_unit_4,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp3_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp3_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp3_unit_3,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp3_unit_4,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp4_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp4_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp4_unit_3,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp4_unit_4,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_3,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_4,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_5,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp5_unit_6,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp7_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp7_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp8_unit_1,LOP,ctx-lh-lingual,VIS
times_manual_GC1-LOp8_unit_2,LOP,ctx-lh-lingual,VIS
times_manual_GC2-LOs1_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs1_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs1_unit_3,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs1_unit_4,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs2_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs2_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs2_unit_3,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs3_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs3_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs3_unit_3,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs3_unit_4,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs3_unit_5,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs4_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs4_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs4_unit_3,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs5_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs5_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs5_unit_3,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs5_unit_4,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs6_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs6_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs7_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs7_unit_2,LOS,ctx-lh-cuneus,VIS
times_manual_GC2-LOs8_unit_1,LOS,ctx-lh-cuneus,VIS
times_manual_GC3-LPO2_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO3_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO4_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO4_unit_2,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO5_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO5_unit_2,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO5_unit_3,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO5_unit_4,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO6_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO6_unit_2,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO7_unit_1,LPO,ctx-lh-precuneus,PC
times_manual_GC3-LPO7_unit_2,LPO,ctx-lh-precuneus,PC
